option_type,expire_date,symbol,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
CALLS,2024-01-19,AMZN,AMZN240119C02200000,2022-06-03 19:45:59+00:00,2200.0,633.72,630.4,645.65,-41.75,-6.1808815,5.0,295.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C02250000,2022-06-02 17:18:26+00:00,2250.0,638.23,602.05,617.4,0.0,0.0,12.0,88.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C02300000,2022-06-03 19:41:13+00:00,2300.0,585.24,575.85,590.65,-33.109985,-5.3545704,5.0,1140.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C02350000,2022-06-03 19:41:13+00:00,2350.0,559.29,549.6,564.2,-33.090027,-5.5859456,3.0,92.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C02400000,2022-06-03 19:37:05+00:00,2400.0,532.1,524.5,538.95,-34.690002,-6.1204333,3.0,432.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C02450000,2022-06-02 18:43:08+00:00,2450.0,536.3,499.8,514.3,0.0,0.0,8.0,153.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C02500000,2022-06-03 19:18:13+00:00,2500.0,475.5,476.75,490.9,-37.0,-7.219512,7.0,426.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C02550000,2022-06-03 19:18:21+00:00,2550.0,457.86,454.3,468.5,-30.140015,-6.1762323,1.0,99.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C02600000,2022-06-02 18:08:40+00:00,2600.0,469.55,432.25,446.0,0.0,0.0,6.0,135.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C02650000,2022-06-02 18:27:34+00:00,2650.0,446.2,411.25,425.05,0.0,0.0,8.0,54.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C02700000,2022-06-03 15:28:55+00:00,2700.0,389.25,391.0,404.5,-36.51001,-8.575255,2.0,204.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C02750000,2022-06-03 15:07:00+00:00,2750.0,369.26,371.65,385.35,-33.399994,-8.294838,2.0,152.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C02800000,2022-06-03 15:05:35+00:00,2800.0,350.12,353.15,366.75,-35.330017,-9.165915,2.0,249.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C02850000,2022-06-03 14:42:56+00:00,2850.0,333.47,335.2,348.85,-33.820007,-9.207985,2.0,213.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C02900000,2022-06-03 18:53:34+00:00,2900.0,328.6,318.05,332.0,-20.359985,-5.8344755,3.0,247.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C02950000,2022-06-02 17:17:15+00:00,2950.0,326.02,301.65,315.35,0.0,0.0,3.0,69.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03000000,2022-06-03 19:29:43+00:00,3000.0,292.0,286.0,299.5,-16.339996,-5.299344,21.0,1266.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03050000,2022-06-02 19:11:41+00:00,3050.0,297.85,271.0,285.0,0.0,0.0,10.0,101.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03090000,2022-06-03 13:30:17+00:00,3090.0,282.64,259.25,273.4,4.9900208,1.7972343,1.0,56.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03100000,2022-06-03 15:36:24+00:00,3100.0,261.6,256.4,270.5,-24.619995,-8.601772,3.0,589.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03110000,2022-06-02 19:38:15+00:00,3110.0,282.52,253.8,267.5,0.0,0.0,3.0,18.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03120000,2022-06-03 16:09:30+00:00,3120.0,254.95,250.85,265.0,-24.970016,-8.920411,3.0,128.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03130000,2022-06-01 19:21:20+00:00,3130.0,268.68,248.1,262.0,0.0,0.0,8.0,162.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03140000,2022-06-01 19:05:20+00:00,3140.0,261.35,245.6,259.3,0.0,0.0,4.0,31.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03150000,2022-06-02 19:41:05+00:00,3150.0,271.15,242.7,256.5,0.0,0.0,8.0,330.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03160000,2022-06-01 19:24:57+00:00,3160.0,260.17,240.05,254.0,0.0,0.0,4.0,86.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03170000,2022-06-01 19:26:49+00:00,3170.0,256.5,237.4,251.5,0.0,0.0,4.0,26.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03180000,2022-06-02 17:35:30+00:00,3180.0,260.65,234.95,248.7,0.0,0.0,6.0,51.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03190000,2022-06-01 19:12:46+00:00,3190.0,250.25,232.4,246.1,0.0,0.0,2.0,29.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03200000,2022-06-02 16:32:33+00:00,3200.0,250.0,229.65,243.5,0.0,0.0,1.0,396.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03210000,2022-06-01 19:31:46+00:00,3210.0,244.5,227.1,241.0,0.0,0.0,2.0,26.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03220000,2022-06-01 19:38:17+00:00,3220.0,242.07,224.6,238.5,0.0,0.0,2.0,22.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03225000,2022-05-26 18:04:59+00:00,3225.0,152.82,223.35,237.5,0.0,0.0,20.0,47.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03230000,2022-04-18 14:27:52+00:00,3230.0,523.11,138.2,147.95,0.0,0.0,4.0,7.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03235000,2022-06-02 17:28:13+00:00,3235.0,243.0,220.9,235.0,0.0,0.0,1.0,14.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03240000,2022-05-05 19:01:32+00:00,3240.0,181.8,219.75,233.5,0.0,0.0,1.0,10.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03245000,2022-05-25 14:50:45+00:00,3245.0,123.8,218.4,232.5,0.0,0.0,2.0,12.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03250000,2022-05-25 14:46:29+00:00,3250.0,125.56,217.2,231.35,0.0,0.0,4.0,77.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03255000,2022-05-25 14:42:21+00:00,3255.0,124.05,216.0,230.0,0.0,0.0,2.0,14.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03260000,2022-05-12 13:30:02+00:00,3260.0,115.2,214.8,228.95,0.0,0.0,1.0,13.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03265000,2022-06-01 15:55:40+00:00,3265.0,223.0,213.6,227.5,0.0,0.0,2.0,10.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03270000,2022-05-03 19:25:49+00:00,3270.0,222.55,237.9,248.9,0.0,0.0,1.0,28.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03275000,2022-05-11 16:24:52+00:00,3275.0,126.5,211.4,225.1,0.0,0.0,2.0,69.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03280000,2022-05-20 17:28:46+00:00,3280.0,115.0,210.25,223.95,0.0,0.0,1.0,19.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03285000,2022-06-02 18:36:55+00:00,3285.0,234.15,208.9,222.95,0.0,0.0,2.0,15.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03290000,2022-05-18 19:35:43+00:00,3290.0,116.32,207.7,221.5,0.0,0.0,29.0,32.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03295000,2022-05-18 13:33:15+00:00,3295.0,138.85,206.7,220.4,0.0,0.0,5.0,33.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03300000,2022-06-03 19:55:34+00:00,3300.0,213.54,205.4,219.5,-1.4600067,-0.67907286,3.0,418.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03305000,2022-06-03 18:43:55+00:00,3305.0,212.26,204.25,218.35,74.11,53.644592,1.0,28.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03310000,2022-06-03 19:55:34+00:00,3310.0,211.21,203.05,217.1,96.86001,84.704865,1.0,47.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03315000,2022-05-31 14:43:20+00:00,3315.0,169.44,202.1,215.8,0.0,0.0,1.0,31.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03320000,2022-05-10 13:59:20+00:00,3320.0,139.0,200.95,214.5,0.0,0.0,1.0,23.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03330000,2022-05-12 19:38:50+00:00,3330.0,114.5,198.7,212.4,0.0,0.0,2.0,48.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03340000,2022-06-03 14:12:16+00:00,3340.0,204.35,196.45,210.0,65.05,46.697773,1.0,58.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03350000,2022-06-03 18:00:58+00:00,3350.0,200.0,194.05,208.0,-20.0,-9.090909,2.0,87.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03360000,2022-06-03 14:12:16+00:00,3360.0,199.95,191.85,205.9,70.8,54.819984,1.0,38.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03370000,2022-05-12 16:53:05+00:00,3370.0,117.0,189.65,203.7,0.0,0.0,2.0,44.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03380000,2022-05-20 14:03:03+00:00,3380.0,111.6,187.5,201.5,0.0,0.0,8.0,77.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03390000,2022-05-13 18:39:57+00:00,3390.0,124.28,185.6,199.5,0.0,0.0,4.0,61.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03400000,2022-05-31 16:51:26+00:00,3400.0,198.6,183.35,197.35,0.0,0.0,5.0,844.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03410000,2022-05-24 14:38:41+00:00,3410.0,85.09,181.2,195.0,0.0,0.0,2.0,38.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03420000,2022-05-20 14:05:01+00:00,3420.0,104.31,179.2,192.95,0.0,0.0,2.0,21.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03430000,2022-05-19 16:10:59+00:00,3430.0,109.43,177.2,191.0,0.0,0.0,2.0,31.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03440000,2022-05-06 14:06:51+00:00,3440.0,138.8,175.15,189.15,0.0,0.0,2.0,21.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03450000,2022-06-03 16:54:14+00:00,3450.0,177.89,173.1,187.0,-12.619995,-6.6243215,2.0,74.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03460000,2022-06-03 19:11:50+00:00,3460.0,178.15,171.3,185.0,35.689987,25.052637,2.0,9.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03470000,2022-06-03 19:11:14+00:00,3470.0,177.3,169.25,183.0,83.05,88.116714,4.0,60.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03480000,2022-05-18 19:05:25+00:00,3480.0,92.82,167.2,181.0,0.0,0.0,2.0,24.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03490000,2022-05-24 19:42:23+00:00,3490.0,83.79,165.4,179.0,0.0,0.0,53.0,69.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03500000,2022-06-03 17:12:37+00:00,3500.0,169.3,163.5,177.0,-23.300003,-12.097612,3.0,896.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03510000,2022-06-03 19:06:27+00:00,3510.0,171.1,161.6,175.45,37.820007,28.376356,22.0,153.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03520000,2022-06-03 19:22:53+00:00,3520.0,164.65,159.75,173.5,59.869995,57.138763,2.0,46.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03530000,2022-06-01 18:39:32+00:00,3530.0,176.05,157.9,171.5,0.0,0.0,1.0,26.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03540000,2022-06-03 19:12:36+00:00,3540.0,161.45,156.15,170.25,82.2,103.7224,4.0,31.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03550000,2022-06-01 16:28:22+00:00,3550.0,164.5,154.3,168.0,0.0,0.0,8.0,118.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03560000,2022-06-02 18:05:16+00:00,3560.0,173.98,152.4,166.0,0.0,0.0,1.0,30.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03570000,2022-05-27 18:36:17+00:00,3570.0,103.95,150.8,164.5,0.0,0.0,1.0,13.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03580000,2022-06-02 18:05:16+00:00,3580.0,170.23,149.0,162.7,0.0,0.0,1.0,86.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03590000,2022-06-03 16:06:25+00:00,3590.0,156.18,147.4,161.35,-8.390015,-5.098143,5.0,34.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03600000,2022-06-02 16:47:22+00:00,3600.0,161.13,145.5,159.15,0.0,0.0,2.0,1439.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03610000,2022-06-02 15:43:08+00:00,3610.0,153.0,144.15,157.5,0.0,0.0,8.0,50.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03620000,2022-05-24 13:51:02+00:00,3620.0,67.05,142.25,155.85,0.0,0.0,2.0,18.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03630000,2022-06-02 16:32:37+00:00,3630.0,156.25,140.7,154.5,0.0,0.0,16.0,14.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03640000,2022-06-02 16:32:37+00:00,3640.0,154.6,138.85,152.4,0.0,0.0,17.0,44.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03650000,2022-06-01 16:33:10+00:00,3650.0,145.85,137.35,151.0,0.0,0.0,1.0,90.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03700000,2022-06-02 16:01:35+00:00,3700.0,136.57,129.5,142.75,0.0,0.0,1.0,216.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03750000,2022-06-02 13:30:01+00:00,3750.0,129.28,122.3,135.45,0.0,0.0,1.0,100.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03800000,2022-06-02 13:30:01+00:00,3800.0,120.38,115.4,128.35,0.0,0.0,1.0,232.0,0.0,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03850000,2022-05-18 17:28:36+00:00,3850.0,63.0,108.9,121.7,0.0,0.0,1.0,61.0,4.847416050109862,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03900000,2022-06-03 19:43:24+00:00,3900.0,108.95,102.75,115.3,-9.770004,-8.229451,7.0,104.0,4.216557463684081,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C03950000,2022-06-03 17:37:14+00:00,3950.0,104.05,97.5,107.5,-8.389999,-7.4617567,1.0,83.0,3.8542484112548827,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C04000000,2022-06-03 19:46:38+00:00,4000.0,97.0,92.5,102.0,-15.599998,-13.85435,6.0,823.0,3.64032072341919,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C04050000,2022-06-02 13:36:08+00:00,4050.0,88.02,87.0,97.0,0.0,0.0,1.0,77.0,3.46325817779541,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C04100000,2022-05-31 19:32:29+00:00,4100.0,82.0,82.5,92.5,0.0,0.0,4.0,590.0,3.3314225698852535,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C04150000,2022-06-02 17:08:23+00:00,4150.0,90.94,78.0,88.0,0.0,0.0,1.0,19.0,3.2124043127441397,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C04200000,2022-06-01 19:21:20+00:00,4200.0,85.27,74.0,83.5,0.0,0.0,3.0,401.0,3.1091330865478515,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C04250000,2022-05-31 17:18:55+00:00,4250.0,62.41,70.0,79.5,0.0,0.0,2.0,167.0,3.018313001098633,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C04300000,2022-05-31 17:10:20+00:00,4300.0,61.6,66.0,76.0,0.0,0.0,2.0,130.0,2.9378078312683105,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C04350000,2022-05-31 16:20:12+00:00,4350.0,54.15,62.55,72.5,0.0,0.0,2.0,59.0,2.866579981994629,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C04400000,2022-06-03 17:49:58+00:00,4400.0,62.52,59.3,69.0,-3.2800026,-4.984806,1.0,170.0,2.799777170486451,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C04450000,2022-05-31 16:14:09+00:00,4450.0,49.15,56.25,66.0,0.0,0.0,3.0,184.0,2.7418854695129395,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C04500000,2022-06-03 19:56:38+00:00,4500.0,59.9,53.35,62.95,-6.0,-9.104704,10.0,998.0,2.6862215461730963,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C04550000,2022-06-02 14:24:02+00:00,4550.0,53.8,50.8,60.5,0.0,0.0,1.0,365.0,2.6407504684448244,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C04600000,2022-05-31 19:29:14+00:00,4600.0,48.5,48.25,57.5,0.0,0.0,6.0,122.0,2.590549177932739,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C04650000,2022-06-01 19:37:52+00:00,4650.0,53.5,45.8,55.0,0.0,0.0,1.0,102.0,2.546573457794189,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C04700000,2022-05-31 15:41:30+00:00,4700.0,35.87,43.6,52.6,0.0,0.0,1.0,243.0,2.506168285369873,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C04750000,2022-06-02 19:17:04+00:00,4750.0,50.6,41.6,50.5,0.0,0.0,1.0,1054.0,2.470645913238526,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C04800000,2022-05-31 17:51:33+00:00,4800.0,37.65,39.75,48.4,0.0,0.0,2.0,197.0,2.436557863693237,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C04850000,2022-05-27 13:57:08+00:00,4850.0,26.75,37.7,46.2,0.0,0.0,1.0,35.0,2.3996011689758294,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C04900000,2022-06-02 19:17:04+00:00,4900.0,44.35,36.2,44.55,0.0,0.0,3.0,53.0,2.3729593898773187,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C04950000,2022-06-02 19:04:53+00:00,4950.0,40.87,34.6,42.8,0.0,0.0,3.0,39.0,2.3443034556579585,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C05000000,2022-06-03 17:49:58+00:00,5000.0,37.09,33.05,41.05,-1.9799995,-5.067826,7.0,474.0,2.3159221789550775,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C05100000,2022-06-03 14:41:34+00:00,5100.0,31.87,30.3,38.05,0.9300003,3.0058186,2.0,108.0,2.2667279660034176,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C05200000,2022-06-03 13:51:00+00:00,5200.0,34.2,27.75,35.3,3.2000008,10.322583,1.0,437.0,2.2209517132568353,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C05300000,2022-06-02 13:36:26+00:00,5300.0,29.0,25.65,32.95,0.0,0.0,1.0,698.0,2.182621730957031,False,REGULAR,USD
CALLS,2024-01-19,AMZN,AMZN240119C05400000,2022-06-03 19:12:26+00:00,5400.0,26.0,23.6,30.65,-3.8500004,-12.897823,23.0,2045.0,2.144291748657227,False,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00052000,2022-10-19 13:30:01+00:00,52.0,69.35,72.55,73.9,0.0,0.0,1.0,381.0,0.6810944976806643,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00053000,2022-10-19 15:23:59+00:00,53.0,69.55,71.85,73.25,0.0,0.0,5.0,106.0,0.6816438085937502,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00054000,2022-10-18 19:22:03+00:00,54.0,68.45,70.9,72.4,0.0,0.0,2.0,128.0,0.6728548339843752,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00055000,2022-10-17 15:50:09+00:00,55.0,65.42,70.1,71.6,0.0,0.0,21.0,190.0,0.668094139404297,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00056000,2022-10-13 17:23:36+00:00,56.0,63.27,69.3,70.65,0.0,0.0,2.0,22.0,0.6604037866210939,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00057000,2022-09-15 15:43:19+00:00,57.0,76.95,49.5,67.95,0.0,0.0,2.0,197.0,0.608524422607422,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00058000,2022-10-07 18:17:06+00:00,58.0,64.35,67.6,69.15,0.0,0.0,4.0,9.0,0.6507603283691408,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00059000,2022-10-04 16:22:45+00:00,59.0,70.3,66.8,68.35,0.0,0.0,2.0,9.0,0.6459385992431641,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00060000,2022-10-20 14:18:33+00:00,60.0,65.7,66.05,67.45,0.0,0.0,1.0,288.0,0.6401403173828125,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00061000,2022-10-07 19:36:18+00:00,61.0,61.05,65.3,66.85,0.0,0.0,2.0,50.0,0.6395299719238281,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00062000,2022-10-11 14:08:05+00:00,62.0,57.65,64.4,66.05,0.0,0.0,12.0,63.0,0.632816171875,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00063000,2022-08-04 16:36:42+00:00,63.0,86.4,68.0,73.65,0.0,0.0,1.0,60.0,0.8300187896728515,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00064000,2022-09-28 19:40:31+00:00,64.0,62.6,62.85,64.4,0.0,0.0,1.0,152.0,0.6227454718017578,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00065000,2022-10-18 15:40:22+00:00,65.0,59.35,62.1,63.7,0.0,0.0,2.0,533.0,0.6200599517822267,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00066000,2022-10-20 14:14:11+00:00,66.0,60.6,61.3,62.85,0.0,0.0,1.0,26.0,0.6141396008300781,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00067000,2022-10-18 15:32:41+00:00,67.0,58.05,60.55,62.05,0.0,0.0,2.0,109.0,0.6098061480712893,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00068000,2022-09-29 14:13:00+00:00,68.0,56.0,59.9,61.3,0.0,0.0,1.0,88.0,0.6076089044189454,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00069000,2022-08-30 15:10:43+00:00,69.0,66.95,55.1,55.95,0.0,0.0,1.0,88.0,0.48340360351562506,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00070000,2022-10-20 14:12:07+00:00,70.0,57.86,58.4,59.9,0.0,0.0,4.0,188.0,0.6015054498291017,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00071000,2022-09-07 14:14:54+00:00,71.0,64.0,54.85,55.85,0.0,0.0,1.0,137.0,0.5083056982421875,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00072000,2022-09-22 16:26:11+00:00,72.0,55.35,56.8,58.25,0.0,0.0,6.0,207.0,0.5901530242919923,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00073000,2022-08-05 17:51:17+00:00,73.0,76.25,60.0,69.0,0.0,0.0,2.0,48.0,0.7933675448608398,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00074000,2022-10-17 14:18:38+00:00,74.0,50.7,55.45,56.7,0.0,0.0,1.0,31.0,0.5835002587890624,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00075000,2022-10-21 13:39:02+00:00,75.0,52.5,54.65,56.1,7.4000015,16.407986,1.0,379.0,0.580784221496582,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00076000,2022-10-12 18:51:46+00:00,76.0,49.6,53.95,55.2,0.0,0.0,2.0,116.0,0.5753216296386718,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00077000,2022-10-13 15:43:39+00:00,77.0,48.2,53.5,54.65,0.0,0.0,8.0,48.0,0.5776104251098633,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00078000,2022-10-20 16:15:37+00:00,78.0,51.5,52.6,53.8,0.0,0.0,2.0,107.0,0.5701336932373047,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00079000,2022-09-28 16:04:46+00:00,79.0,50.38,51.9,53.15,0.0,0.0,74.0,108.0,0.5677228286743164,True,REGULAR,USD
CALLS,2024-06-21,AMZN,AMZN240621C00080000,2022-10-19 13:38:58+00:00,80.0,48.25,51.1,52.4,0.0,0.0,3.0,1028.0,0.5627485131835939,True,REGULAR,USD
