option_type,expire_date,symbol,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
CALLS,2022-10-28,AMZN,AMZN221028C00140000,2022-10-21 19:09:11+00:00,140.0,0.17,0.16,0.18,0.07,70.0,2669.0,2673.0,0.6084023535156251,False,REGULAR,USD
CALLS,2022-10-28,AMZN,AMZN221028C00141000,2022-10-21 19:01:13+00:00,141.0,0.14,0.13,0.15,0.049999997,55.55555,372.0,439.0,0.6084023535156251,False,REGULAR,USD
CALLS,2022-10-28,AMZN,AMZN221028C00142000,2022-10-21 19:02:22+00:00,142.0,0.11,0.12,0.13,0.019999996,22.222216,181.0,238.0,0.6171913281250001,False,REGULAR,USD
CALLS,2022-10-28,AMZN,AMZN221028C00143000,2022-10-21 19:00:31+00:00,143.0,0.09,0.08,0.11,0.020000003,28.571432,16.0,345.0,0.6093789062500001,False,REGULAR,USD
CALLS,2022-10-28,AMZN,AMZN221028C00144000,2022-10-21 19:09:43+00:00,144.0,0.09,0.09,0.1,0.030000005,50.00001,25.0,846.0,0.6289099609375001,False,REGULAR,USD
CALLS,2022-10-28,AMZN,AMZN221028C00145000,2022-10-21 19:03:25+00:00,145.0,0.07,0.08,0.08,0.02,40.0,1265.0,2699.0,0.632816171875,False,REGULAR,USD
CALLS,2022-10-28,AMZN,AMZN221028C00146000,2022-10-21 18:22:17+00:00,146.0,0.05,0.06,0.07,0.010000002,25.000006,9.0,333.0,0.63086306640625,False,REGULAR,USD
CALLS,2022-10-28,AMZN,AMZN221028C00147000,2022-10-21 18:58:40+00:00,147.0,0.05,0.05,0.06,0.010000002,25.000006,112.0,524.0,0.6347692773437501,False,REGULAR,USD
CALLS,2022-10-28,AMZN,AMZN221028C00148000,2022-10-21 18:53:56+00:00,148.0,0.04,0.05,0.05,0.0,0.0,360.0,493.0,0.6445348046875,False,REGULAR,USD
CALLS,2022-10-28,AMZN,AMZN221028C00149000,2022-10-21 17:23:08+00:00,149.0,0.03,0.04,0.05,0.0,0.0,32.0,1042.0,0.6523472265625001,False,REGULAR,USD
CALLS,2022-10-28,AMZN,AMZN221028C00150000,2022-10-21 19:08:31+00:00,150.0,0.04,0.03,0.04,0.01,33.333336,419.0,2736.0,0.648441015625,False,REGULAR,USD
CALLS,2022-10-28,AMZN,AMZN221028C00155000,2022-10-21 19:07:47+00:00,155.0,0.01,0.01,0.02,-0.01,-50.0,185.0,3423.0,0.6640658593750002,False,REGULAR,USD
CALLS,2022-10-28,AMZN,AMZN221028C00160000,2022-10-21 18:37:30+00:00,160.0,0.01,0.0,0.01,0.0,0.0,29.0,2573.0,0.6562534375000001,False,REGULAR,USD
CALLS,2022-10-28,AMZN,AMZN221028C00165000,2022-10-21 18:05:10+00:00,165.0,0.01,0.0,0.01,0.0,0.0,4.0,2057.0,0.7187528125,False,REGULAR,USD
CALLS,2022-10-28,AMZN,AMZN221028C00170000,2022-10-18 13:45:02+00:00,170.0,0.01,0.0,0.01,0.0,0.0,5.0,472.0,0.7812521875,False,REGULAR,USD
CALLS,2022-10-28,AMZN,AMZN221028C00175000,2022-10-12 18:40:53+00:00,175.0,0.01,0.0,0.01,0.0,0.0,20.0,1130.0,0.8437515624999999,False,REGULAR,USD
CALLS,2022-10-28,AMZN,AMZN221028C00180000,2022-10-11 17:56:13+00:00,180.0,0.01,0.0,0.01,0.0,0.0,1.0,1547.0,0.9062509375,False,REGULAR,USD
CALLS,2022-10-28,AMZN,AMZN221028C00185000,2022-10-10 14:18:23+00:00,185.0,0.01,0.0,0.01,0.0,0.0,1.0,280.0,0.937500625,False,REGULAR,USD
CALLS,2022-10-28,AMZN,AMZN221028C00190000,2022-10-19 14:21:06+00:00,190.0,0.02,0.0,0.01,0.0,0.0,10.0,573.0,1.000005,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00075000,2022-10-17 15:43:10+00:00,75.0,38.3,44.05,44.3,0.0,0.0,2.0,8.0,0.8359391406249999,True,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00080000,2022-10-14 15:43:30+00:00,80.0,30.36,39.15,39.35,0.0,0.0,2.0,11.0,0.8984385156249999,True,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00085000,2022-10-07 15:21:52+00:00,85.0,31.2,34.15,34.4,0.0,0.0,1.0,0.0,0.804689453125,True,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00090000,2022-10-21 18:54:30+00:00,90.0,28.93,29.25,29.5,3.1000004,12.00155,20.0,28.0,0.7597680273437502,True,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00095000,2022-10-21 17:33:50+00:00,95.0,23.75,24.45,24.75,0.8999996,3.938729,10.0,421.0,0.73437765625,True,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00100000,2022-10-21 19:02:22+00:00,100.0,19.6,19.85,20.05,3.1000004,18.78788,64.0,331.0,0.6958038232421876,True,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00101000,2022-10-18 14:53:50+00:00,101.0,17.2,18.95,19.15,0.0,0.0,1.0,58.0,0.6894562304687502,True,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00102000,2022-10-21 17:39:52+00:00,102.0,17.1,18.1,18.2,1.8500004,12.131149,1.0,23.0,0.6811555322265627,True,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00103000,2022-10-21 13:30:05+00:00,103.0,13.95,17.15,17.35,-0.15000057,-1.0638338,6.0,12.0,0.6704134521484376,True,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00104000,2022-10-21 18:06:00+00:00,104.0,16.05,16.3,16.45,3.0499992,23.461535,41.0,63.0,0.6628451684570313,True,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00105000,2022-10-21 18:10:59+00:00,105.0,15.3,15.45,15.65,2.88,23.188406,71.0,205.0,0.6616244775390626,True,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00106000,2022-10-21 15:28:11+00:00,106.0,12.85,14.6,14.8,1.1900005,10.205836,50.0,123.0,0.6535679174804689,True,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00107000,2022-10-21 18:14:23+00:00,107.0,13.45,13.8,13.9,0.39999962,3.0651312,6.0,706.0,0.6433141137695313,True,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00108000,2022-10-21 15:47:03+00:00,108.0,11.3,13.0,13.1,0.8500004,8.133975,23.0,214.0,0.6381872119140625,True,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00109000,2022-10-21 19:06:15+00:00,109.0,12.2,12.25,12.3,2.6499996,27.748688,29.0,291.0,0.6340368627929689,True,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00110000,2022-10-21 19:07:44+00:00,110.0,11.5,11.5,11.6,2.6499996,29.943499,218.0,1119.0,0.6340368627929689,True,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00111000,2022-10-21 19:06:15+00:00,111.0,10.7,10.7,10.85,2.3000002,27.380955,43.0,440.0,0.6245154736328126,True,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00112000,2022-10-21 18:44:52+00:00,112.0,9.63,9.95,10.05,1.8299999,23.461538,148.0,401.0,0.6125527026367189,True,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00113000,2022-10-21 18:17:01+00:00,113.0,8.95,9.25,9.35,1.9099998,27.13068,138.0,1227.0,0.6074258007812501,True,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00114000,2022-10-21 18:59:29+00:00,114.0,8.48,8.65,8.75,1.9799995,30.46153,760.0,1591.0,0.6108437353515627,True,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00115000,2022-10-21 19:08:13+00:00,115.0,8.05,8.0,8.05,2.0500002,34.16667,333.0,2331.0,0.6030313134765627,True,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00116000,2022-10-21 19:07:16+00:00,116.0,7.4,7.35,7.4,2.0,37.037037,1110.0,1223.0,0.5950968225097657,True,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00117000,2022-10-21 19:04:47+00:00,117.0,6.79,6.75,6.8,1.8899999,38.571426,694.0,1025.0,0.5898478515625001,True,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00118000,2022-10-21 19:07:31+00:00,118.0,6.25,6.25,6.3,1.75,38.88889,640.0,884.0,0.5922892333984376,True,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00119000,2022-10-21 19:07:47+00:00,119.0,5.75,5.7,5.75,1.6999998,41.9753,646.0,536.0,0.5864299169921875,True,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00120000,2022-10-21 19:09:37+00:00,120.0,5.25,5.2,5.25,1.5999999,43.835613,1175.0,11531.0,0.5830119824218749,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00121000,2022-10-21 18:54:11+00:00,121.0,4.5,4.7,4.8,1.3,40.625,66.0,646.0,0.5793499096679688,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00122000,2022-10-21 19:02:19+00:00,122.0,4.17,4.3,4.35,1.25,42.80822,400.0,825.0,0.5778850805664062,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00123000,2022-10-21 19:08:29+00:00,123.0,3.88,3.85,3.9,1.24,46.969696,75.0,678.0,0.5708050732421875,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00124000,2022-10-21 19:06:40+00:00,124.0,3.48,3.5,3.55,1.1400001,48.717953,1261.0,855.0,0.5715374877929689,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00125000,2022-10-21 19:09:25+00:00,125.0,3.1,3.05,3.15,1.0999999,54.999996,715.0,3340.0,0.5612836840820312,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00126000,2022-10-21 19:07:58+00:00,126.0,2.8,2.77,2.8,0.9799999,53.84615,281.0,628.0,0.5600629931640625,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00127000,2022-10-21 19:06:49+00:00,127.0,2.45,2.46,2.48,0.9000001,58.06452,220.0,579.0,0.5559126440429689,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00128000,2022-10-21 19:05:55+00:00,128.0,2.13,2.16,2.19,0.7700001,56.617653,638.0,582.0,0.5510298803710938,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00129000,2022-10-21 19:06:58+00:00,129.0,1.92,1.9,1.92,0.7199999,59.999992,32.0,1298.0,0.5468795312500001,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00130000,2022-10-21 19:07:48+00:00,130.0,1.7,1.69,1.69,0.6600001,63.461548,486.0,15314.0,0.5454147021484376,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00131000,2022-10-21 19:00:05+00:00,131.0,1.43,1.48,1.49,0.47999996,50.526314,133.0,2545.0,0.5434615966796876,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00132000,2022-10-21 18:20:46+00:00,132.0,1.22,1.3,1.32,0.40000004,48.780495,94.0,1360.0,0.5427291821289064,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00133000,2022-10-21 19:09:16+00:00,133.0,1.13,1.12,1.15,0.43,61.42857,132.0,640.0,0.5393112475585939,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00134000,2022-10-21 19:05:30+00:00,134.0,0.98,0.97,0.98,0.32,48.484848,124.0,437.0,0.5354050366210938,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00135000,2022-10-21 19:07:52+00:00,135.0,0.87,0.85,0.87,0.35000002,67.3077,347.0,1441.0,0.5366257275390626,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00136000,2022-10-21 19:06:43+00:00,136.0,0.75,0.75,0.76,0.29,63.043476,60.0,352.0,0.5371140039062501,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00137000,2022-10-21 18:08:28+00:00,137.0,0.6,0.64,0.66,0.22000003,57.89475,21.0,225.0,0.5351608984375,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00138000,2022-10-21 18:40:49+00:00,138.0,0.53,0.57,0.57,0.109999985,26.190472,13.0,366.0,0.5366257275390626,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00139000,2022-10-21 18:27:51+00:00,139.0,0.44,0.48,0.5,0.15,51.724144,55.0,435.0,0.5351608984375,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00140000,2022-10-21 19:08:16+00:00,140.0,0.43,0.43,0.44,0.18,72.0,367.0,2660.0,0.5380905566406251,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00141000,2022-10-21 18:28:10+00:00,141.0,0.34,0.36,0.38,0.11,47.826088,105.0,86.0,0.5361374511718751,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00142000,2022-10-21 19:02:40+00:00,142.0,0.31,0.32,0.33,0.030000001,10.714286,65.0,245.0,0.5385788330078126,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00143000,2022-10-21 18:04:13+00:00,143.0,0.25,0.28,0.28,0.040000007,19.047623,15.0,118.0,0.5385788330078126,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00144000,2022-10-21 18:35:20+00:00,144.0,0.23,0.25,0.26,0.07000001,43.750008,17.0,213.0,0.5449264257812501,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00145000,2022-10-21 19:06:09+00:00,145.0,0.21,0.22,0.23,0.059999987,39.99999,102.0,488.0,0.5473678076171876,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00146000,2022-10-21 17:23:10+00:00,146.0,0.15,0.18,0.19,-0.019999996,-11.764703,2.0,58.0,0.5429733203125001,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00147000,2022-10-21 18:58:06+00:00,147.0,0.16,0.17,0.18,0.00999999,6.66666,18.0,80.0,0.55273884765625,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00148000,2022-10-21 18:09:36+00:00,148.0,0.14,0.14,0.15,0.049999997,55.555553,5.0,99.0,0.5498091894531252,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00149000,2022-10-21 13:49:44+00:00,149.0,0.08,0.13,0.13,-0.030000001,-27.272728,1.0,42.0,0.5537154003906251,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00150000,2022-10-21 19:07:47+00:00,150.0,0.11,0.1,0.11,0.030000001,37.500004,491.0,1290.0,0.5488326367187502,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00155000,2022-10-21 18:35:22+00:00,155.0,0.05,0.06,0.07,0.0,0.0,55.0,1370.0,0.5742230078125,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00160000,2022-10-21 19:06:16+00:00,160.0,0.04,0.03,0.04,0.02,100.0,25.0,2357.0,0.585941640625,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00165000,2022-10-21 14:40:25+00:00,165.0,0.01,0.01,0.02,-0.01,-50.0,25.0,368.0,0.585941640625,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00170000,2022-10-21 18:35:47+00:00,170.0,0.01,0.01,0.02,0.0,0.0,35.0,174.0,0.632816171875,False,REGULAR,USD
CALLS,2022-11-04,AMZN,AMZN221104C00175000,2022-10-19 19:14:56+00:00,175.0,0.01,0.0,0.01,0.0,0.0,50.0,276.0,0.6093789062500001,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00075000,2022-10-17 16:12:26+00:00,75.0,38.7,44.15,44.4,0.0,0.0,70.0,102.0,0.87695435546875,True,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00080000,2022-10-17 16:12:26+00:00,80.0,33.84,39.3,39.4,0.0,0.0,70.0,300.0,0.8300798242187499,True,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00090000,2022-10-21 18:54:30+00:00,90.0,29.15,29.5,29.75,5.549999,23.516947,26.0,28.0,0.729494892578125,True,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00095000,2022-10-21 16:11:33+00:00,95.0,23.25,24.85,25.05,2.0499992,9.669807,14.0,35.0,0.6980010668945313,True,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00100000,2022-10-21 19:03:45+00:00,100.0,20.25,20.3,20.5,2.8999996,16.714695,47.0,160.0,0.657229990234375,True,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00102000,2022-10-21 14:35:42+00:00,102.0,15.85,18.55,18.75,0.75,4.9668875,14.0,32.0,0.6430699755859376,True,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00103000,2022-10-21 13:32:53+00:00,103.0,14.75,17.65,17.9,0.14999962,1.0273947,9.0,152.0,0.6337927246093751,True,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00104000,2022-10-21 14:39:37+00:00,104.0,14.15,16.75,16.9,-1.2000008,-7.8175945,38.0,121.0,0.6127968408203126,True,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00105000,2022-10-21 13:41:55+00:00,105.0,14.25,16.0,16.2,-0.3000002,-2.061857,20.0,196.0,0.6208534008789064,True,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00106000,2022-10-21 18:09:10+00:00,106.0,15.05,15.15,15.4,3.6999998,32.599113,13.0,84.0,0.6135292553710938,True,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00107000,2022-10-20 13:33:20+00:00,107.0,11.4,14.45,14.55,0.0,0.0,45.0,108.0,0.6103554589843752,True,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00108000,2022-10-20 17:56:37+00:00,108.0,11.4,13.65,13.65,0.0,0.0,48.0,121.0,0.5969278588867188,True,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00109000,2022-10-20 18:14:35+00:00,109.0,10.45,12.9,13.0,0.0,0.0,3.0,171.0,0.5983926879882813,True,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00110000,2022-10-21 19:05:36+00:00,110.0,12.15,12.1,12.15,2.3899994,24.487698,15.0,427.0,0.5844768115234374,True,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00111000,2022-10-21 13:45:17+00:00,111.0,9.1,11.45,11.45,0.5500002,6.4327507,20.0,205.0,0.5844768115234374,True,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00112000,2022-10-21 17:23:33+00:00,112.0,9.81,10.75,10.85,1.3600006,16.094683,89.0,563.0,0.5847209497070311,True,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00113000,2022-10-21 18:58:37+00:00,113.0,9.82,10.0,10.1,0.7699995,8.508282,10.0,271.0,0.5732464550781251,True,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00114000,2022-10-21 18:49:56+00:00,114.0,9.14,9.4,9.5,1.7900004,24.353748,59.0,736.0,0.5741009387207032,True,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00115000,2022-10-21 19:05:36+00:00,115.0,8.8,8.75,8.8,2.0,29.411764,121.0,335.0,0.5659223095703125,True,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00116000,2022-10-21 18:30:25+00:00,116.0,8.05,8.15,8.2,1.9500003,31.967218,116.0,312.0,0.5625043750000001,True,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00117000,2022-10-21 19:07:49+00:00,117.0,7.6,7.55,7.65,1.75,29.91453,195.0,992.0,0.5592085095214845,True,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00118000,2022-10-21 18:39:27+00:00,118.0,6.8,7.05,7.1,1.6000004,30.769238,159.0,174.0,0.5582319567871095,True,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00119000,2022-10-21 19:03:45+00:00,119.0,6.45,6.5,6.6,1.5499997,31.632647,195.0,277.0,0.5551802294921876,True,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00120000,2022-10-21 19:07:58+00:00,120.0,6.05,5.95,6.0,1.6700001,38.127853,133.0,1596.0,0.5456588403320313,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00121000,2022-10-21 19:04:07+00:00,121.0,5.47,5.5,5.6,1.5199997,38.481003,24.0,154.0,0.5468795312500001,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00122000,2022-10-21 19:03:32+00:00,122.0,5.0,5.05,5.1,1.4000001,38.888893,978.0,334.0,0.5418746984863283,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00123000,2022-10-21 19:03:37+00:00,123.0,4.6,4.55,4.65,1.3,39.39394,10189.0,4295.0,0.5346726220703125,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00124000,2022-10-21 19:02:47+00:00,124.0,4.1,4.2,4.25,1.1999998,41.379303,829.0,2053.0,0.5339402075195312,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00125000,2022-10-21 19:03:21+00:00,125.0,3.75,3.75,3.9,1.1400001,43.678165,1194.0,1303.0,0.5290574438476563,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00126000,2022-10-21 19:08:41+00:00,126.0,3.46,3.45,3.5,1.06,44.166664,160.0,158.0,0.526371923828125,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00127000,2022-10-21 19:03:45+00:00,127.0,3.1,3.1,3.2,0.99,46.919434,125.0,1089.0,0.5239305419921875,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00128000,2022-10-21 18:55:59+00:00,128.0,2.7,2.84,2.86,0.82000005,43.617027,165.0,342.0,0.5217332983398437,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00129000,2022-10-21 17:54:22+00:00,129.0,2.31,2.55,2.58,0.4799999,26.229502,79.0,481.0,0.5190477783203125,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00130000,2022-10-21 19:08:18+00:00,130.0,2.3,2.29,2.29,0.7299999,46.496807,174.0,922.0,0.5150194982910157,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00131000,2022-10-21 18:20:30+00:00,131.0,1.96,2.06,2.08,0.4100001,26.451618,52.0,243.0,0.514653291015625,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00132000,2022-10-21 19:07:31+00:00,132.0,1.83,1.82,1.85,0.62,51.23967,55.0,273.0,0.5107470800781251,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00133000,2022-10-21 18:41:57+00:00,133.0,1.59,1.64,1.66,0.35000002,28.22581,10.0,137.0,0.5102588037109376,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00134000,2022-10-21 18:53:01+00:00,134.0,1.39,1.46,1.48,0.36,34.951458,9.0,192.0,0.5085498364257812,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00135000,2022-10-21 19:08:36+00:00,135.0,1.3,1.29,1.31,0.44999993,52.941166,317.0,615.0,0.5061084545898438,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00136000,2022-10-21 18:55:32+00:00,136.0,1.09,1.14,1.16,0.33000004,43.42106,461.0,102.0,0.5041553491210937,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00137000,2022-10-21 18:59:14+00:00,137.0,1.0,1.02,1.03,0.120000005,13.636364,21.0,152.0,0.5039112109375,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00138000,2022-10-20 16:08:19+00:00,138.0,0.69,0.92,0.93,0.0,0.0,21.0,27.0,0.5056201782226561,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00139000,2022-10-21 17:40:48+00:00,139.0,0.69,0.81,0.83,0.04000002,6.153849,32.0,32.0,0.5051319018554687,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00140000,2022-10-21 18:50:01+00:00,140.0,0.69,0.71,0.73,0.22999999,49.999996,96.0,579.0,0.5034229345703125,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00141000,2022-10-21 18:33:15+00:00,141.0,0.61,0.64,0.65,0.09000003,17.307701,12.0,135.0,0.5048877636718749,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00142000,2022-10-21 18:59:48+00:00,142.0,0.56,0.56,0.58,0.060000002,12.0,43.0,37.0,0.5043994873046875,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00143000,2022-10-21 17:54:29+00:00,143.0,0.45,0.51,0.52,0.00999999,2.272725,5.0,23.0,0.5070850073242188,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00144000,2022-10-21 14:24:28+00:00,144.0,0.32,0.45,0.46,-0.06999999,-17.948715,9.0,21.0,0.506840869140625,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00145000,2022-10-21 19:07:47+00:00,145.0,0.4,0.39,0.41,0.120000005,42.857143,85.0,272.0,0.506840869140625,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00146000,2022-10-21 16:56:15+00:00,146.0,0.28,0.35,0.37,-0.030000001,-9.67742,7.0,34.0,0.508793974609375,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00148000,2022-10-21 17:57:16+00:00,148.0,0.25,0.28,0.3,0.049999997,24.999998,2.0,9.0,0.5127001855468749,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00149000,2022-10-21 18:18:54+00:00,149.0,0.23,0.26,0.26,0.13,129.99998,6.0,7.0,0.514653291015625,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00150000,2022-10-21 19:03:26+00:00,150.0,0.22,0.22,0.24,0.060000002,37.5,78.0,268.0,0.51562984375,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00155000,2022-10-21 17:56:21+00:00,155.0,0.12,0.13,0.14,0.0,0.0,139.0,551.0,0.526371923828125,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00160000,2022-10-21 18:55:48+00:00,160.0,0.07,0.07,0.08,0.02,39.999996,10.0,1011.0,0.5312546875,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00165000,2022-10-21 17:57:01+00:00,165.0,0.05,0.04,0.06,0.020000001,66.66668,4.0,902.0,0.5507857421875001,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00170000,2022-10-21 17:57:01+00:00,170.0,0.03,0.02,0.04,0.02,200.0,4.0,536.0,0.5585981640625001,False,REGULAR,USD
CALLS,2022-11-11,AMZN,AMZN221111C00175000,2022-10-21 14:29:04+00:00,175.0,0.02,0.01,0.02,-0.01,-33.333336,5.0,151.0,0.5585981640625001,False,REGULAR,USD
CALLS,2022-11-18,AMZN,AMZN221118C00052000,2022-10-19 19:43:18+00:00,52.0,62.7,67.05,67.3,0.0,0.0,6.0,488.0,1.0312548437500002,True,REGULAR,USD
CALLS,2022-11-18,AMZN,AMZN221118C00053000,2022-07-13 19:10:43+00:00,53.0,58.9,90.0,92.9,0.0,0.0,2.0,24.0,6.410646517944335,True,REGULAR,USD
